index,Project ID,Contractor ID,Project County,Project City,Project ZIP,Climate Zone,Weather Station,Weather Station-Normalization,Project Completion Date,Customer Type,Size of Home,Volume of Home,Number of Units,Year Home Built,Total Project Cost ($),Contractor Incentive ($),Total Incentives ($),Amount Financed Through Program ($),Estimated Annual Electric Savings (kWh),Estimated Annual Gas Savings (MMBtu),Estimated First Year Energy Bill Savings ($),Baseline Electric (kWh),Baseline Gas (MMBtu),Reporting Electric (kWh),Reporting Gas (MMBtu),Evaluated Annual Electric Savings (kWh),Evaluated Annual Gas Savings (MMBtu),Central Hudson,Consolidated Edison,LIPA,National Grid,National Fuel Gas,NYSEG,Orange and Rockland,Rochester Gas and Electric,Location 1
1565,P00000663837,CY0000000131,Niagara,North Tonawanda,14120,5|A|Cold,725287,725287,10/31/2008,Market,1155.0,9240.0,1.0,1978.0,1650.0,82.5,165.0,0.0,,,189.56,9530.13,0.0,7838.37,0.0,1691.76,0.0,False,False,False,True,False,False,False,False,"North Tonawanda, NY 14120
(43.05899, -78.852904)"
1566,P00000663849,CY0000000131,Erie,Buffalo,14223,5|A|Cold,725280,725280,09/13/2008,Market,1472.0,11776.0,1.0,1965.0,4069.0,203.45,406.9,0.0,,,160.56,4808.25,0.0,4422.03,0.0,386.21,0.0,False,False,False,True,False,False,False,False,"Buffalo, NY 14223
(42.973445, -78.845988)"
1567,P00000663859,CY0000000014,Onondaga,La Fayette,13084,5|A|Cold,725190,725190,08/12/2008,Assisted,1655.0,12382.0,1.0,1940.0,11500.0,500.0,5000.0,0.0,,,902.32,775.91,0.0,849.97,0.0,-74.05,0.0,False,False,False,True,False,False,False,False,"La Fayette, NY 13084
(42.891883, -76.105637)"
1568,P00000663860,CY0000000065,Onondaga,Syracuse,13208,5|A|Cold,725190,725190,09/17/2008,Assisted,2270.0,18160.0,1.0,1920.0,6528.0,326.4,3264.0,0.0,,,391.67,12533.77,207.45,5389.62,199.36,7144.16,8.1,False,False,False,True,False,False,False,False,"Syracuse, NY 13208
(43.075602, -76.14789)"
1569,P00000663871,CY0000000023,Genesee,Le Roy,14482,5|A|Cold,725290,725290,09/06/2008,Market,1940.0,15520.0,1.0,1992.0,10700.0,500.0,1070.0,0.0,,,82.16,7656.57,0.0,9110.94,0.0,-1454.37,0.0,False,False,False,True,False,False,False,False,"Le Roy, NY 14482
(42.982287, -77.976211)"
1570,P00000663877,CY0000000380,Onondaga,Syracuse,13210,5|A|Cold,725190,725190,09/17/2008,Market,1880.0,13120.0,1.0,1952.0,10050.0,500.0,0.0,10050.0,,,994.29,8675.58,98.99,9150.81,83.3,-475.23,15.69,False,False,False,True,False,False,False,False,"Syracuse, NY 13210
(43.034152, -76.126551)"
1571,P00000663880,CY0000000675,Albany,Latham,12110,5|A|Cold,725180,725180,07/18/2008,Market,1750.0,13500.0,1.0,1973.0,6845.0,342.25,684.5,0.0,,,1052.59,15698.24,0.0,19482.94,0.0,-3784.7,0.0,False,False,False,True,False,False,False,False,"Latham, NY 12110
(42.750728, -73.770061)"
1572,P00000663884,CY0000000391,Oneida,Rome,13440,6|A|Cold,725196,743700,08/06/2008,Market,1166.0,8778.0,1.0,1940.0,8360.0,418.0,836.0,0.0,,,673.32,0.0,62.85,0.0,33.55,0.0,29.3,False,False,False,True,False,False,False,False,"Rome, NY 13440
(43.214717, -75.454665)"
1573,P00000663885,CY0000001001,Oneida,Utica,13501,6|A|Cold,725196,725150,07/29/2008,Market,1560.0,12480.0,1.0,1930.0,4870.0,243.5,487.0,0.0,,,431.11,7944.7,0.0,8497.19,0.0,-552.49,0.0,False,False,False,True,False,False,False,False,"Utica, NY 13501
(43.085324, -75.228495)"
1574,P00000663887,CY0000000335,Onondaga,Syracuse,13207,5|A|Cold,725190,725190,08/15/2008,Assisted,1872.0,15024.0,1.0,1935.0,10000.0,500.0,5000.0,5000.0,,,1450.19,0.0,115.59,0.0,62.27,0.0,53.32,False,False,False,True,False,False,False,False,"Syracuse, NY 13207
(43.019009, -76.164985)"
1575,P00000663890,CY0000000014,Onondaga,Manlius,13104,5|A|Cold,725190,725190,08/14/2008,Market,3000.0,24000.0,1.0,1971.0,6242.0,312.1,624.2,0.0,,,479.57,15878.57,0.0,16719.58,0.0,-841.0,0.0,False,False,False,True,False,False,False,False,"Manlius, NY 13104
(42.979204, -75.962381)"
1576,P00000664181,CY0000000014,Onondaga,Syracuse,13210,5|A|Cold,725190,725190,08/08/2008,Market,1490.0,11920.0,1.0,1953.0,4288.0,214.4,428.8,0.0,,,1193.65,7169.52,0.0,8433.65,0.0,-1264.13,0.0,False,False,False,True,False,False,False,False,"Syracuse, NY 13210
(43.034152, -76.126551)"
1577,P00000664186,CY0000000014,Onondaga,Baldwinsville,13027,5|A|Cold,725146,725190,09/10/2008,Market,3882.0,35326.0,1.0,1988.0,9250.0,462.5,925.0,0.0,,,593.29,4817.63,70.54,6871.41,58.58,-2053.79,11.96,False,False,False,True,False,False,False,False,"Baldwinsville, NY 13027
(43.163267, -76.340674)"
1578,P00000664187,CY0000000014,Onondaga,Syracuse,13219,5|A|Cold,725190,725190,08/07/2008,Assisted,1110.0,8880.0,1.0,1950.0,6043.0,302.15,2300.0,0.0,,,466.21,9991.7,68.58,7103.39,56.45,2888.32,12.13,False,False,False,True,False,False,False,False,"Syracuse, NY 13219
(43.04093, -76.224174)"
1579,P00000664194,CY0000000220,Onondaga,Syracuse,13224,5|A|Cold,725190,725190,10/01/2008,Market,1900.0,15200.0,1.0,1926.0,11393.0,727.86,0.0,11393.0,,,621.68,7618.28,145.6,8304.17,96.25,-685.89,49.34,False,False,False,True,False,False,False,False,"Syracuse, NY 13224
(43.041391, -76.102691)"
1580,P00000664201,CY0000000380,Onondaga,Syracuse,13212,5|A|Cold,725190,725190,10/16/2008,Market,1655.0,13240.0,1.0,1962.0,4000.0,200.0,400.0,0.0,,,172.23,13417.56,131.6,9892.07,109.22,3525.49,22.38,False,False,False,True,False,False,False,False,"Syracuse, NY 13212
(43.126591, -76.132726)"
1581,P00000664209,CY0000000545,Oneida,Oriskany,13424,6|A|Cold,725196,743700,12/18/2008,Assisted,1210.0,9680.0,1.0,1950.0,10032.0,500.0,5000.0,0.0,,,665.39,6202.1,92.25,6321.29,63.63,-119.2,28.62,False,False,False,True,False,False,False,False,"Oriskany, NY 13424
(43.150818, -75.360631)"
1582,P00000664213,CY0000001892,Erie,Buffalo,14220,5|A|Cold,725280,725280,07/12/2008,Market,2700.0,21600.0,1.0,1920.0,11798.0,500.0,1179.8,0.0,,,7.3,5932.34,0.0,6132.21,0.0,-199.88,0.0,False,False,False,True,False,False,False,False,"Buffalo, NY 14220
(42.843899, -78.819319)"
1583,P00000664216,CY0000001501,Niagara,North Tonawanda,14120,5|A|Cold,725287,725287,08/07/2008,Assisted,1748.0,13984.0,2.0,1920.0,10341.0,500.0,5170.5,0.0,,,2100.47,4222.68,0.0,4802.06,0.0,-579.38,0.0,False,False,False,True,False,False,False,False,"North Tonawanda, NY 14120
(43.05899, -78.852904)"
1584,P00000664217,CY0000000065,Onondaga,Camillus,13031,5|A|Cold,725190,725190,09/12/2008,Market,1110.0,8880.0,1.0,1950.0,13007.0,760.14,1300.7,0.0,,,482.18,7851.14,107.0,6631.47,84.34,1219.67,22.65,False,False,False,True,False,False,False,False,"Camillus, NY 13031
(43.042358, -76.293014)"
1585,P00000664225,CY0000001501,Erie,Tonawanda,14150,5|A|Cold,725287,725287,08/21/2008,Assisted,2550.0,20400.0,1.0,1959.0,11543.0,500.0,5000.0,0.0,,,822.15,6550.43,0.0,7849.97,0.0,-1299.54,0.0,False,False,False,True,False,False,False,False,"Tonawanda, NY 14150
(42.999597, -78.867291)"
1586,P00000664230,CY0000000313,Erie,Buffalo,14217,5|A|Cold,725280,725280,07/25/2008,Market,1352.0,10816.0,1.0,1940.0,2564.0,0.0,256.4,0.0,,,6.19,2234.22,0.0,2101.02,0.0,133.21,0.0,False,False,False,True,False,False,False,False,"Buffalo, NY 14217
(42.970263, -78.874694)"
1587,P00000664239,CY0000000335,Madison,Cazenovia,13035,6|A|Cold,725196,725150,09/04/2008,Market,2520.0,20160.0,1.0,1900.0,21300.0,0.0,1700.0,0.0,,,105.51,9208.68,0.0,6115.13,0.0,3093.56,0.0,False,False,False,True,False,False,False,False,"Cazenovia, NY 13035
(42.939661, -75.83303)"
1588,P00000664352,CY0000000335,Onondaga,Syracuse,13208,5|A|Cold,725190,725190,08/06/2008,Market,3136.0,23520.0,1.0,1960.0,4495.0,224.75,449.5,0.0,,,12.72,7747.34,117.05,6395.78,94.26,1351.56,22.8,False,False,False,True,False,False,False,False,"Syracuse, NY 13208
(43.075602, -76.14789)"
1589,P00000664357,CY0000000313,Erie,Buffalo,14223,5|A|Cold,725280,725280,08/29/2008,Market,3586.0,22993.0,1.0,1940.0,8555.0,427.75,855.5,0.0,,,301.69,12543.5,0.0,12146.8,0.0,396.7,0.0,False,False,False,True,False,False,False,False,"Buffalo, NY 14223
(42.973445, -78.845988)"
1590,P00000664358,CY0000000065,Onondaga,Syracuse,13209,5|A|Cold,725190,725190,09/12/2008,Market,1090.0,8720.0,1.0,1950.0,6100.0,305.0,610.0,0.0,,,20.16,1705.02,31.41,3675.46,64.1,-1970.44,-32.69,False,False,False,True,False,False,False,False,"Syracuse, NY 13209
(43.083879, -76.24511)"
1591,P00000664362,CY0000000065,Onondaga,Liverpool,13088,5|A|Cold,725190,725190,09/13/2008,Market,1952.0,15616.0,1.0,1975.0,3988.0,199.4,398.8,0.0,,,11.27,9538.39,0.0,9357.95,0.0,180.43,0.0,False,False,False,True,False,False,False,False,"Liverpool, NY 13088
(43.108585, -76.18864)"
1592,P00000664364,CY0000000308,Oneida,Whitesboro,13492,6|A|Cold,725196,743700,09/06/2008,Assisted,1260.0,9274.0,1.0,1952.0,10474.74,284.49,5000.0,4623.0,,,2585.37,6873.75,18.49,4998.61,46.75,1875.13,-28.27,False,False,False,True,False,False,False,False,"Whitesboro, NY 13492
(43.11737, -75.321355)"
1593,P00000664369,CY0000000382,Erie,Buffalo,14225,5|A|Cold,725280,725280,08/06/2008,Assisted,1844.0,14752.0,1.0,1957.0,7683.0,384.15,3841.5,0.0,,,779.46,3200.91,0.0,3436.24,0.0,-235.33,0.0,False,False,False,True,False,False,False,False,"Buffalo, NY 14225
(42.928, -78.7594)"
1594,P00000664372,CY0000000484,Niagara,North Tonawanda,14120,5|A|Cold,725287,725287,07/29/2008,Assisted,3240.0,19656.0,1.0,1900.0,6970.0,348.5,3485.0,0.0,,,809.28,2337.29,0.0,2024.94,0.0,312.35,0.0,False,False,False,True,False,False,False,False,"North Tonawanda, NY 14120
(43.05899, -78.852904)"
1595,P00000664374,CY0000000675,Rensselaer,Troy,12180,5|A|Cold,725180,725180,08/19/2008,Assisted,1936.0,17424.0,2.0,1906.0,23550.0,500.0,7200.0,0.0,,,1682.52,4615.63,132.64,5328.6,100.67,-712.97,31.97,False,False,False,True,False,False,False,False,"Troy, NY 12180
(42.736751, -73.637848)"
1596,P00000664380,CY0000000335,Onondaga,Syracuse,13208,5|A|Cold,725190,725190,09/13/2008,Assisted,1761.0,13713.0,1.0,1930.0,11100.0,500.0,5000.0,6100.0,,,1518.11,0.0,105.83,0.0,69.41,0.0,36.43,False,False,False,True,False,False,False,False,"Syracuse, NY 13208
(43.075602, -76.14789)"
1597,P00000664384,CY0000001501,Erie,Buffalo,14215,5|A|Cold,725280,725280,07/23/2008,Market,1200.0,8400.0,1.0,1928.0,5495.0,274.75,549.5,0.0,,,324.14,3919.85,0.0,3918.34,0.0,1.52,0.0,False,False,False,True,False,False,False,False,"Buffalo, NY 14215
(42.934202, -78.808435)"
1598,P00000664386,CY0000000266,Saint lawrence,Potsdam,13676,6|A|Cold,726223,726223,09/05/2008,Assisted,1936.0,14520.0,1.0,1987.0,7860.0,393.0,3930.0,0.0,,,875.71,3715.68,0.0,6137.82,0.0,-2422.14,0.0,False,False,False,True,False,False,False,False,"Potsdam, NY 13676
(44.65525, -74.932432)"
1599,P00000664387,CY0000001501,Niagara,Niagara Falls,14304,5|A|Cold,725287,725287,08/30/2008,Assisted,1170.0,9360.0,1.0,1942.0,8200.0,410.0,4100.0,0.0,,,682.49,5410.02,0.0,5477.83,0.0,-67.81,0.0,False,False,False,True,False,False,False,False,"Niagara Falls, NY 14304
(43.09392, -78.961364)"
1600,P00000664388,CY0000000391,Onondaga,Syracuse,13219,5|A|Cold,725190,725190,08/21/2008,Assisted,2746.0,20667.0,1.0,1960.0,10629.0,712.58,6000.0,0.0,,,736.05,0.0,111.4,0.0,69.99,0.0,41.41,False,False,False,True,False,False,False,False,"Syracuse, NY 13219
(43.04093, -76.224174)"
1601,P00000664393,CY0000000004,Erie,Buffalo,14222,5|A|Cold,725280,725280,10/04/2008,Market,3204.0,26784.0,1.0,1908.0,8266.0,413.3,826.6,0.0,,,1188.99,11910.15,0.0,12257.86,0.0,-347.71,0.0,False,False,False,True,False,False,False,False,"Buffalo, NY 14222
(42.917964, -78.876675)"
1602,P00000664394,CY0000000308,Oneida,Utica,13502,6|A|Cold,725196,743700,09/27/2008,Assisted,720.0,5760.0,1.0,1958.0,7357.0,147.14,3678.5,3678.5,,,502.26,2424.48,58.76,3105.86,35.77,-681.38,22.99,False,False,False,True,False,False,False,False,"Utica, NY 13502
(43.125063, -75.202584)"
1603,P00000664405,CY0000000113,Onondaga,North Syracuse,13212,5|A|Cold,725190,725190,08/07/2008,Assisted,1040.0,8320.0,1.0,1958.0,10000.0,500.0,5000.0,0.0,,,715.5,5206.21,0.0,5311.32,0.0,-105.11,0.0,False,False,False,True,False,False,False,False,"North Syracuse, NY 13212
(43.126591, -76.132726)"
1604,P00000664409,CY0000001001,Oneida,Utica,13501,6|A|Cold,725196,725150,10/10/2008,Market,2700.0,21600.0,1.0,1923.0,3285.0,164.25,328.5,0.0,,,532.99,7282.69,0.0,8056.03,0.0,-773.34,0.0,False,False,False,True,False,False,False,False,"Utica, NY 13501
(43.085324, -75.228495)"
1605,P00000664410,CY0000000065,Onondaga,East Syracuse,13057,5|A|Cold,725190,725190,09/05/2008,Assisted,1410.0,11280.0,1.0,1945.0,8970.0,448.5,4485.0,0.0,,,839.12,2204.75,0.0,1905.25,0.0,299.5,0.0,False,False,False,True,False,False,False,False,"East Syracuse, NY 13057
(43.082222, -76.054431)"
1606,P00000664414,CY0000000335,Onondaga,Syracuse,13206,5|A|Cold,725190,725190,11/21/2008,Assisted,1632.0,12912.0,1.0,1923.0,6600.0,330.0,3300.0,3300.0,,,563.5,14994.78,0.0,15181.87,0.0,-187.09,0.0,False,False,False,True,False,False,False,False,"Syracuse, NY 13206
(43.071381, -76.107915)"
1607,P00000664415,CY0000000065,Onondaga,Liverpool,13090,5|A|Cold,725190,725190,10/07/2008,Market,1944.0,15552.0,1.0,1984.0,11593.0,500.0,1159.3,0.0,,,70.16,13179.09,81.96,13592.09,72.11,-413.0,9.85,False,False,False,True,False,False,False,False,"Liverpool, NY 13090
(43.149294, -76.221843)"
1608,P00000664424,CY0000001001,Herkimer,Little Falls,13365,6|A|Cold,725196,743700,09/05/2008,Market,2870.0,22960.0,1.0,1889.0,5580.0,279.0,558.0,0.0,,,1343.76,7508.37,113.91,7959.88,100.13,-451.51,13.78,False,False,False,True,False,False,False,False,"Little Falls, NY 13365
(43.060591, -74.847449)"
1609,P00000664429,CY0000000313,Erie,Buffalo,14223,5|A|Cold,725280,725280,08/29/2008,Market,1620.0,12960.0,1.0,1965.0,7350.0,367.5,735.0,0.0,,,124.06,4213.85,0.0,4760.69,0.0,-546.84,0.0,False,False,False,True,True,False,False,False,"Buffalo, NY 14223
(42.973445, -78.845988)"
1610,P00000664520,CY0000000065,Onondaga,Syracuse,13215,5|A|Cold,725190,725190,10/22/2008,Market,1807.0,14456.0,1.0,1978.0,12125.0,500.0,1212.5,0.0,,,49.27,7059.53,57.58,8632.4,55.54,-1572.88,2.04,False,False,False,True,False,False,False,False,"Syracuse, NY 13215
(42.987251, -76.220062)"
1611,P00000664522,CY0000000065,Onondaga,Liverpool,13090,5|A|Cold,725190,725190,10/22/2008,Market,1810.0,14480.0,1.0,1990.0,9997.0,499.85,999.7,0.0,,,75.23,8772.91,0.0,7196.1,0.0,1576.81,0.0,False,False,False,True,False,False,False,False,"Liverpool, NY 13090
(43.149294, -76.221843)"
1612,P00000664526,CY0000000065,Onondaga,Liverpool,13088,5|A|Cold,725190,725190,10/07/2008,Market,1479.0,11832.0,1.0,1950.0,10797.0,500.0,1079.7,0.0,,,32.5,8106.54,84.66,8493.75,73.92,-387.2,10.75,False,False,False,True,False,False,False,False,"Liverpool, NY 13088
(43.108585, -76.18864)"
1613,P00000664529,CY0000001892,Erie,Buffalo,14217,5|A|Cold,725280,725280,09/16/2008,Assisted,1620.0,12960.0,1.0,1948.0,8073.54,565.15,4036.77,0.0,,,737.29,4480.99,0.0,4342.08,0.0,138.91,0.0,False,False,False,True,False,False,False,False,"Buffalo, NY 14217
(42.970263, -78.874694)"
1614,P00000664530,CY0000000391,Onondaga,Syracuse,13211,5|A|Cold,725190,725190,11/14/2008,Assisted,1112.0,8496.0,1.0,1920.0,14045.0,780.9,5000.0,9045.0,,,878.88,5518.74,83.51,5677.77,66.39,-159.03,17.12,False,False,False,True,False,False,False,False,"Syracuse, NY 13211
(43.099131, -76.13172)"
1615,P00000664535,CY0000000079,Onondaga,Baldwinsville,13027,5|A|Cold,725146,725190,09/13/2008,Assisted,2576.0,20608.0,4.0,1920.0,14972.0,705.0,6737.4,0.0,,,2065.06,2091.22,0.0,1667.41,0.0,423.81,0.0,False,False,False,True,False,False,False,False,"Baldwinsville, NY 13027
(43.163267, -76.340674)"
1616,P00000664541,CY0000000079,Onondaga,Manlius,13104,5|A|Cold,725190,725190,08/08/2008,Assisted,2280.0,17480.0,1.0,1910.0,4500.0,225.0,2250.0,0.0,,,605.61,5033.51,0.0,4192.62,0.0,840.88,0.0,False,False,False,True,False,False,False,False,"Manlius, NY 13104
(42.979204, -75.962381)"
1617,P00000664554,CY0000000380,Onondaga,Cicero,13039,5|A|Cold,725190,725190,09/23/2008,Market,1824.0,14592.0,1.0,1976.0,9600.0,480.0,960.0,0.0,,,491.66,8573.98,104.58,8971.28,90.6,-397.3,13.98,False,False,False,True,False,False,False,False,"Cicero, NY 13039
(43.172813, -76.088447)"
1618,P00000664816,CY0000000391,Onondaga,Fayetteville,13066,5|A|Cold,725190,725190,08/29/2008,Market,1308.0,9024.0,1.0,1950.0,6200.0,310.0,620.0,0.0,,,775.24,3903.02,0.0,1668.56,0.0,2234.46,0.0,False,False,False,True,False,False,False,False,"Fayetteville, NY 13066
(43.029416, -76.009703)"
1619,P00000664817,CY0000000066,Erie,Buffalo,14206,5|A|Cold,725280,725280,09/09/2008,Market,1216.0,9728.0,1.0,1900.0,8491.2,424.56,0.0,8491.2,,,1107.04,2090.42,0.0,2590.54,0.0,-500.12,0.0,False,False,False,True,False,False,False,False,"Buffalo, NY 14206
(42.880862, -78.811012)"
1620,P00000664834,CY0000000391,Onondaga,Jamesville,13078,5|A|Cold,725190,725190,08/08/2008,Assisted,1864.0,14912.0,1.0,1958.0,10000.0,700.0,5000.0,0.0,,,1419.95,6319.52,0.0,6277.66,0.0,41.87,0.0,False,False,False,True,False,False,False,False,"Jamesville, NY 13078
(42.976691, -76.069719)"
1621,P00000664844,CY0000002176,Rensselaer,Rensselaer,12144,5|A|Cold,725180,725180,10/23/2008,Market,1792.0,14336.0,1.0,1930.0,9250.0,462.5,925.0,0.0,,,185.54,10683.76,0.0,8475.52,0.0,2208.24,0.0,False,False,False,True,False,False,False,False,"Rensselaer, NY 12144
(42.635553, -73.718904)"
1622,P00000664847,CY0000002176,Albany,Albany,12204,5|A|Cold,725180,725180,11/27/2008,Market,1416.0,11328.0,1.0,1935.0,1494.0,74.7,149.4,0.0,,,9.0,8733.1,134.21,6847.13,134.35,1885.97,-0.13,False,False,False,True,False,False,False,False,"Albany, NY 12204
(42.684133, -73.734184)"
1623,P00000664850,CY0000000378,Jefferson,Watertown,13601,6|A|Cold,726227,726227,08/19/2008,Assisted,994.0,7955.0,1.0,1914.0,11720.0,734.4,6000.0,0.0,,,1141.1,1820.5,117.25,2113.19,34.04,-292.69,83.22,False,False,False,True,False,False,False,False,"Watertown, NY 13601
(43.977155, -75.916148)"
1624,P00000664853,CY0000000014,Onondaga,Syracuse,13212,5|A|Cold,725190,725190,08/14/2008,Market,2120.0,16960.0,1.0,1960.0,2930.0,146.5,293.0,0.0,,,266.15,11917.62,0.0,11813.8,0.0,103.82,0.0,False,False,False,True,False,False,False,False,"Syracuse, NY 13212
(43.126591, -76.132726)"
1625,P00000664855,CY0000001501,Erie,Buffalo,14217,5|A|Cold,725280,725280,08/28/2008,Market,1887.0,15096.0,1.0,1929.0,10589.0,500.0,0.0,10589.0,,,785.44,5497.15,0.0,4579.24,0.0,917.91,0.0,False,False,False,True,False,False,False,False,"Buffalo, NY 14217
(42.970263, -78.874694)"
1626,P00000664858,CY0000002176,Saratoga,Clifton Park,12065,5|A|Cold,725180,725180,07/23/2008,Market,2046.0,16368.0,1.0,1986.0,10150.0,500.0,1015.0,0.0,,,128.43,6881.12,105.46,5494.8,104.4,1386.32,1.05,False,False,False,True,False,False,False,False,"Clifton Park, NY 12065
(42.852843, -73.783424)"
1627,P00000664861,CY0000002176,Albany,Latham,12110,5|A|Cold,725180,725180,09/25/2008,Market,1488.0,11904.0,1.0,1956.0,5020.0,251.0,502.0,0.0,,,20.43,5254.45,106.47,6339.75,98.46,-1085.31,8.01,False,False,False,True,False,False,False,False,"Latham, NY 12110
(42.750728, -73.770061)"
1628,P00000664867,CY0000000277,Onondaga,Clay,13041,5|A|Cold,725190,725190,08/20/2008,Market,1300.0,10400.0,1.0,1975.0,8464.0,423.2,846.4,0.0,,,12.58,8188.35,116.68,7370.76,78.51,817.59,38.17,False,False,False,True,False,False,False,False,"Clay, NY 13041
(43.181791, -76.189017)"
1629,P00000664868,CY0000001001,Oneida,Utica,13502,6|A|Cold,725196,743700,08/19/2008,Market,3120.0,24960.0,1.0,1793.0,5350.0,267.5,535.0,0.0,,,728.14,8901.4,0.0,9591.6,0.0,-690.2,0.0,False,False,False,True,False,False,False,False,"Utica, NY 13502
(43.125063, -75.202584)"
1630,P00000664884,CY0000000079,Onondaga,Fayetteville,13066,5|A|Cold,725190,725190,08/09/2008,Market,2600.0,20800.0,1.0,1950.0,3465.0,173.25,346.5,0.0,,,460.96,0.0,101.37,0.0,93.72,0.0,7.64,False,False,False,True,False,False,False,False,"Fayetteville, NY 13066
(43.029416, -76.009703)"
1631,P00000664897,CY0000000391,Onondaga,Syracuse,13215,5|A|Cold,725190,725190,08/29/2008,Market,2441.0,19528.0,1.0,1950.0,3197.0,223.79,319.7,0.0,,,17.9,6649.46,0.0,7331.11,0.0,-681.66,0.0,False,False,False,True,False,False,False,False,"Syracuse, NY 13215
(42.987251, -76.220062)"
1632,P00000664900,CY0000001001,Herkimer,Dolgeville,13329,6|A|Cold,725196,743700,08/07/2008,Market,1794.0,14352.0,1.0,1932.0,5850.0,292.5,585.0,0.0,,,699.12,2243.83,0.0,3957.73,0.0,-1713.9,0.0,False,False,False,True,False,False,False,False,"Dolgeville, NY 13329
(43.10872, -74.733339)"
1633,P00000664910,CY0000000065,Onondaga,Baldwinsville,13027,5|A|Cold,725146,725190,09/26/2008,Market,2080.0,16640.0,1.0,1983.0,2976.0,148.8,297.6,0.0,,,143.57,11769.13,90.88,12471.33,80.47,-702.2,10.41,False,False,False,True,False,False,False,False,"Baldwinsville, NY 13027
(43.163267, -76.340674)"
1634,P00000664912,CY0000000065,Oswego,Phoenix,13135,5|A|Cold,725146,725190,10/08/2008,Market,1732.0,12920.0,1.0,1948.0,20094.0,500.0,2009.4,0.0,,,92.0,4856.18,0.0,2693.46,0.0,2162.72,0.0,False,False,False,True,False,False,False,False,"Phoenix, NY 13135
(43.250396, -76.316143)"
1635,P00000664924,CY0000000264,Albany,Latham,12110,5|A|Cold,725180,725180,09/17/2008,Market,2646.0,21168.0,1.0,1954.0,8774.0,438.7,0.0,8774.0,,,1127.2,0.0,31.92,0.0,77.75,0.0,-45.83,False,False,False,True,False,False,False,False,"Latham, NY 12110
(42.750728, -73.770061)"
1636,P00000664929,CY0000000065,Onondaga,Manlius,13104,5|A|Cold,725190,725190,10/02/2008,Market,1872.0,14979.0,1.0,1957.0,3165.0,158.25,316.5,0.0,,,295.66,10665.33,0.0,11004.25,0.0,-338.92,0.0,False,False,False,True,False,False,False,False,"Manlius, NY 13104
(42.979204, -75.962381)"
1637,P00000664930,CY0000000391,Onondaga,Liverpool,13090,5|A|Cold,725190,725190,08/22/2008,Assisted,1367.0,10936.0,1.0,1960.0,10075.0,891.5,4987.5,0.0,,,735.59,3048.93,0.0,3133.7,0.0,-84.77,0.0,False,False,False,True,False,False,False,False,"Liverpool, NY 13090
(43.149294, -76.221843)"
1638,P00000664931,CY0000001912,Monroe,Brockport,14420,5|A|Cold,725290,725290,10/10/2008,Market,2520.0,20160.0,1.0,1850.0,18176.0,500.0,1817.6,0.0,,,4803.53,10576.87,0.0,6377.6,0.0,4199.28,0.0,False,False,False,True,False,False,False,False,"Brockport, NY 14420
(43.21043, -77.933006)"
1639,P00000664949,CY0000000065,Oneida,Blossvale,13308,6|A|Cold,725196,726227,09/05/2008,Market,1008.0,8064.0,1.0,1962.0,3267.0,163.35,326.7,0.0,,,593.2,11466.93,0.0,9431.84,0.0,2035.09,0.0,False,False,False,True,False,False,False,False,"Blossvale, NY 13308
(43.246264, -75.67394)"
1640,P00000664957,CY0000000380,Onondaga,Syracuse,13224,5|A|Cold,725190,725190,09/25/2008,Assisted,864.0,6912.0,1.0,1952.0,10555.0,711.1,6000.0,0.0,,,871.94,15261.22,100.61,13731.74,64.57,1529.49,36.03,False,False,False,True,False,False,False,False,"Syracuse, NY 13224
(43.041391, -76.102691)"
1641,P00000664958,CY0000000380,Onondaga,Liverpool,13088,5|A|Cold,725190,725190,09/10/2008,Market,1152.0,9216.0,1.0,1988.0,2030.0,101.5,203.0,0.0,,,100.23,5801.17,0.0,11372.83,0.0,-5571.67,0.0,False,False,False,True,False,False,False,False,"Liverpool, NY 13088
(43.108585, -76.18864)"
1642,P00000664959,CY0000001245,Erie,Buffalo,14226,5|A|Cold,725280,725280,08/29/2008,Market,1064.0,8512.0,1.0,1960.0,4000.0,200.0,400.0,0.0,,,342.96,8753.17,0.0,9232.38,0.0,-479.21,0.0,False,False,False,True,False,False,False,False,"Buffalo, NY 14226
(42.970111, -78.798863)"
1643,P00000665153,CY0000000308,Oneida,Utica,13502,6|A|Cold,725196,743700,12/25/2008,Assisted,1612.0,12330.0,1.0,1974.0,10065.0,701.3,6000.0,0.0,,,1510.51,7549.4,0.0,5838.33,0.0,1711.07,0.0,False,False,False,True,False,False,False,False,"Utica, NY 13502
(43.125063, -75.202584)"
1644,P00000665155,CY0000001691,Oswego,Oswego,13126,5|A|Cold,725146,725190,08/29/2008,Market,2393.0,18398.0,1.0,1918.0,14900.0,705.0,0.0,14900.0,,,1340.07,15237.5,0.0,16177.26,0.0,-939.77,0.0,False,False,False,True,False,False,False,False,"Oswego, NY 13126
(43.440456, -76.474421)"
1645,P00000665170,CY0000000014,Onondaga,Syracuse,13211,5|A|Cold,725190,725190,09/09/2008,Assisted,1176.0,11648.0,1.0,1940.0,9000.0,450.0,4500.0,0.0,,,967.29,3932.58,80.9,3401.78,47.78,530.81,33.12,False,False,False,True,False,False,False,False,"Syracuse, NY 13211
(43.099131, -76.13172)"
